uniqueid,zettaicode,locationna,wancode,prefectuei,watercode,renban,nendo,survey_ym,surveyyear,surveymont,surveyday,saisuipoin,saisuidept,latitude,longitude,dataflag,scale,wtemp,depth,region,year_folder,is_near_anoxic,Season,do_2,salt2,ph2,toc2,tn2,tp2,cod2,nh4n2,no2n2,no3n2,po4p2,chloroph_1,feiochin2,doc2
0000066341,00002331,愛知県31,02,23,201,31,2022,2022-12-01,2023,1,12,2,20.2,34.67,136.9847222,1,-1,11.4,21.2,Ise,2022,False,Winter,9.0,32.83,8.3,0.0,0.22,0.017,1.5,0.01,0.004,0.02,0.007,3.0,0.4,0.0
0000067713,00002331,愛知県31,02,23,201,31,2023,2023-03-01,2023,5,16,2,17.9,34.67,136.9847222,1,-1,19.1,18.9,Ise,2023,False,Other,7.3,32.44,8.1,0.0,0.26,0.013,1.2,0.04,0.004,0.01,0.006,1.1,1.0,0.0
0000067753,00002331,愛知県31,02,23,201,31,2023,2023-06-01,2023,7,11,2,18.0,34.67,136.9847222,1,-1,21.7,19.0,Ise,2023,False,Summer,6.0,32.66,8.1,0.0,0.21,0.02,2.0,0.03,0.009,0.03,0.009,1.8,0.8,0.0
0000067793,00002331,愛知県31,02,23,201,31,2023,2023-09-01,2023,10,11,2,17.7,34.67,136.9847222,1,-1,22.4,18.7,Ise,2023,False,Other,6.8,33.28,8.1,0.0,0.21,0.019,1.8,0.01,0.011,0.03,0.012,0.7,1.1,0.0
0000067833,00002331,愛知県31,02,23,201,31,2023,2023-12-01,2024,1,22,2,19.9,34.67,136.9847222,1,-1,11.6,20.9,Ise,2023,False,Winter,8.8,32.76,8.1,0.0,0.27,0.019,1.7,0.02,0.002,0.01,0.004,2.1,1.1,0.0
0000000237,00002337,愛知県37,02,23,200,37,1978,1978-03-01,1978,5,30,2,9.0,34.61666667,136.9969444,1,-1,18.6,11.0,Ise,1978,False,Other,9.1,0.0,8.3,0.0,0.183,0.0186,0.5,0.0014,0.0,0.0098,0.005,1.4,1.4,0.0
0000000238,00002337,愛知県37,02,23,200,37,1978,1978-06-01,1978,8,8,2,11.0,34.61666667,136.9969444,1,-1,23.9,11.0,Ise,1978,False,Summer,6.2,0.0,8.3,0.0,0.206,0.0186,0.2,0.0518,0.0126,0.0224,0.0149,1.2,1.4,0.0
0000000239,00002337,愛知県37,02,23,200,37,1978,1978-09-01,1978,11,8,2,9.0,34.61666667,136.9969444,1,-1,19.7,11.0,Ise,1978,False,Other,7.9,0.0,8.2,0.0,0.196,0.0186,1.7,0.028,0.0126,0.0098,0.0115,1.2,2.0,0.0
0000000240,00002337,愛知県37,02,23,200,37,1978,1978-12-01,1979,1,31,2,10.0,34.61666667,136.9969444,1,-1,12.2,12.0,Ise,1978,False,Winter,8.8,0.0,8.3,0.0,0.188,0.0217,1.4,0.0182,0.0042,0.0392,0.0115,0.7,1.6,0.0
0000000627,00002337,愛知県37,02,23,200,37,1979,1979-03-01,1979,5,15,2,11.0,34.61666667,136.9969444,1,-1,16.1,13.0,Ise,1979,False,Other,7.8,0.0,8.3,0.0,0.298,0.0248,1.2,0.028,0.0056,0.07,0.0099,1.8,2.8,0.0
0000000628,00002337,愛知県37,02,23,200,37,1979,1979-06-01,1979,7,31,2,12.0,34.61666667,136.9969444,1,-1,23.0,14.0,Ise,1979,False,Summer,6.2,0.0,8.2,0.0,0.281,0.0341,0.7,0.0364,0.0084,0.0602,0.0167,0.5,1.2,0.0
0000000629,00002337,愛知県37,02,23,200,37,1979,1979-09-01,1979,10,30,2,8.5,34.61666667,136.9969444,1,-1,21.3,10.5,Ise,1979,False,Other,9.5,0.0,8.4,0.0,0.28,0.0279,1.5,0.0266,0.0126,0.0392,0.0161,5.2,2.3,0.0
0000000630,00002337,愛知県37,02,23,200,37,1979,1979-12-01,1980,2,7,2,9.0,34.61666667,136.9969444,1,-1,10.7,11.0,Ise,1979,False,Winter,9.6,0.0,8.3,0.0,0.322,0.031,1.3,0.0126,0.0084,0.0728,0.0155,4.2,3.4,0.0
0000001021,00002337,愛知県37,02,23,200,37,1980,1980-03-01,1980,5,21,2,9.0,34.61666667,136.9969444,1,-1,16.8,11.0,Ise,1980,False,Other,8.0,0.0,8.2,0.0,0.219,0.026,0.5,0.035,0.001,0.045,0.005,2.8,3.0,0.0
0000001022,00002337,愛知県37,02,23,200,37,1980,1980-06-01,1980,8,5,2,9.0,34.61666667,136.9969444,1,-1,23.6,11.0,Ise,1980,False,Summer,7.2,0.0,8.3,0.0,0.199,0.031,0.8,0.006,0.0,0.008,0.001,6.0,7.0,0.0
0000001023,00002337,愛知県37,02,23,200,37,1980,1980-09-01,1980,10,30,2,9.0,34.61666667,136.9969444,1,-1,18.1,11.0,Ise,1980,False,Other,7.3,0.0,8.2,0.0,0.249,0.029,0.4,0.019,0.015,0.064,0.021,0.8,2.4,0.0
0000001024,00002337,愛知県37,02,23,200,37,1980,1980-12-01,1981,1,26,2,10.0,34.61666667,136.9969444,1,-1,7.1,12.0,Ise,1980,False,Winter,10.3,0.0,8.4,0.0,0.314,0.027,0.7,0.015,0.0,0.024,0.006,0.6,16.1,0.0
0000001485,00002337,愛知県37,02,23,200,37,1981,1981-03-01,1981,5,26,2,7.0,34.61666667,136.9969444,1,-1,15.4,9.0,Ise,1981,False,Other,8.1,0.0,8.3,0.0,0.183,0.02,1.7,0.057,0.001,0.013,0.005,7.3,8.2,0.0
0000001486,00002337,愛知県37,02,23,200,37,1981,1981-06-01,1981,7,21,2,8.0,34.61666667,136.9969444,1,-1,19.0,10.0,Ise,1981,False,Summer,6.7,0.0,8.2,0.0,0.237,0.037,0.9,0.014,0.006,0.192,0.014,4.1,4.4,0.0
0000001487,00002337,愛知県37,02,23,200,37,1981,1981-09-01,1981,10,20,2,8.0,34.61666667,136.9969444,1,-1,19.8,10.0,Ise,1981,False,Other,8.2,0.0,8.3,0.0,0.2,0.03,2.1,0.05,0.02,0.04,0.01,5.6,4.2,0.0
0000001488,00002337,愛知県37,02,23,200,37,1981,1981-12-01,1982,1,18,2,8.5,34.61666667,136.9969444,1,-1,8.9,10.5,Ise,1981,False,Winter,9.9,0.0,8.4,0.0,0.32,0.03,0.3,0.06,0.02,0.09,0.01,0.6,4.3,0.0
0000002917,00002337,愛知県37,02,23,200,37,1982,1982-03-01,1982,5,18,2,9.0,34.61666667,136.9969444,1,-1,18.1,11.0,Ise,1982,False,Other,8.5,0.0,8.3,0.0,0.32,0.03,0.9,0.04,0.0,0.01,0.01,3.3,5.7,0.0
0000002918,00002337,愛知県37,02,23,200,37,1982,1982-06-01,1982,7,27,2,9.0,34.61666667,136.9969444,1,-1,21.8,11.0,Ise,1982,False,Summer,6.3,0.0,8.1,0.0,0.22,0.03,1.2,0.02,0.01,0.03,0.01,4.7,3.4,0.0
0000002919,00002337,愛知県37,02,23,200,37,1982,1982-09-01,1982,10,26,2,8.5,34.61666667,136.9969444,1,-1,20.0,10.5,Ise,1982,False,Other,7.3,0.0,8.3,0.0,0.28,0.03,0.9,0.02,0.03,0.05,0.02,4.2,9.3,0.0
0000002920,00002337,愛知県37,02,23,200,37,1982,1982-12-01,1983,1,25,2,9.0,34.61666667,136.9969444,1,-1,11.1,11.0,Ise,1982,False,Winter,8.7,0.0,8.3,0.0,0.31,0.02,0.6,0.04,0.03,0.1,0.01,1.4,3.2,0.0
0000004397,00002337,愛知県37,02,23,200,37,1983,1983-03-01,1983,5,18,2,12.5,34.61666667,136.9969444,1,-1,17.1,14.5,Ise,1983,False,Other,7.4,0.0,8.3,0.0,0.26,0.03,1.4,0.01,0.01,0.03,0.01,1.0,3.8,0.0
0000004398,00002337,愛知県37,02,23,200,37,1983,1983-06-01,1983,7,19,2,8.5,34.61666667,136.9969444,1,-1,25.2,10.5,Ise,1983,False,Summer,8.8,0.0,8.4,0.0,0.37,0.03,3.2,0.01,0.0,0.0,0.01,13.9,9.9,0.0
0000004399,00002337,愛知県37,02,23,200,37,1983,1983-09-01,1983,10,18,2,10.0,34.61666667,136.9969444,1,-1,21.1,12.0,Ise,1983,False,Other,7.3,0.0,8.5,0.0,0.47,0.05,3.9,0.02,0.01,0.02,0.02,10.6,9.9,0.0
0000004400,00002337,愛知県37,02,23,200,37,1983,1983-12-01,1984,1,24,2,9.5,34.61666667,136.9969444,1,-1,9.6,11.5,Ise,1983,False,Winter,9.1,0.0,8.1,0.0,0.43,0.02,0.8,0.08,0.02,0.07,0.01,2.3,2.0,0.0
0000005875,00002337,愛知県37,02,23,200,37,1984,1984-03-01,1984,5,22,2,9.0,34.61666667,136.9969444,1,-1,16.8,11.0,Ise,1984,False,Other,7.8,0.0,8.3,0.0,0.23,0.03,0.3,0.05,0.0,0.03,0.01,1.7,2.9,0.0
0000005876,00002337,愛知県37,02,23,200,37,1984,1984-06-01,1984,7,10,2,8.5,34.61666667,136.9969444,1,-1,22.4,10.5,Ise,1984,False,Summer,6.1,0.0,8.3,0.0,0.33,0.03,1.9,0.05,0.01,0.04,0.02,1.0,1.5,0.0
0000005877,00002337,愛知県37,02,23,200,37,1984,1984-09-01,1984,10,16,2,10.0,34.61666667,136.9969444,1,-1,21.0,12.0,Ise,1984,False,Other,7.1,0.0,8.4,0.0,0.27,0.04,2.0,0.03,0.01,0.02,0.02,4.0,3.7,0.0
0000005878,00002337,愛知県37,02,23,200,37,1984,1984-12-01,1985,2,12,2,10.0,34.61666667,136.9969444,1,-1,9.9,12.0,Ise,1984,False,Winter,9.6,0.0,8.4,0.0,0.25,0.02,0.8,0.0,0.01,0.02,0.0,7.9,6.9,0.0
0000007353,00002337,愛知県37,02,23,200,37,1985,1985-03-01,1985,5,28,2,9.0,34.61666667,136.9969444,1,-1,18.3,11.0,Ise,1985,False,Other,7.4,0.0,8.3,0.0,0.33,0.03,0.2,0.02,0.01,0.03,0.0,2.4,9.0,0.0
0000007354,00002337,愛知県37,02,23,200,37,1985,1985-06-01,1985,7,9,2,7.0,34.61666667,136.9969444,1,-1,20.6,9.0,Ise,1985,False,Summer,6.5,0.0,8.2,0.0,0.32,0.02,1.5,0.02,0.02,0.06,0.01,1.6,2.9,0.0
0000007355,00002337,愛知県37,02,23,200,37,1985,1985-09-01,1985,10,8,2,9.0,34.61666667,136.9969444,1,-1,22.2,11.0,Ise,1985,False,Other,7.6,0.0,8.2,0.0,0.36,0.05,3.7,0.05,0.0,0.01,0.01,6.0,7.3,0.0
0000007356,00002337,愛知県37,02,23,200,37,1985,1985-12-01,1986,1,28,2,10.0,34.61666667,136.9969444,1,-1,7.8,12.0,Ise,1985,False,Winter,10.4,0.0,8.4,0.0,0.37,0.03,1.7,0.05,0.01,0.02,0.01,14.4,13.3,0.0
0000008831,00002337,愛知県37,02,23,200,37,1986,1986-03-01,1986,5,27,2,10.0,34.61666667,136.9969444,1,-1,16.4,12.0,Ise,1986,False,Other,7.5,0.0,8.2,0.0,0.29,0.02,0.6,0.06,0.01,0.07,0.01,4.8,3.7,0.0
0000008832,00002337,愛知県37,02,23,200,37,1986,1986-06-01,1986,7,15,2,11.0,34.61666667,136.9969444,1,-1,21.0,13.0,Ise,1986,False,Summer,8.7,0.0,8.2,0.0,0.19,0.02,0.9,0.03,0.01,0.02,0.0,7.0,3.6,0.0
0000008833,00002337,愛知県37,02,23,200,37,1986,1986-09-01,1986,10,7,2,10.0,34.61666667,136.9969444,1,-1,22.0,12.0,Ise,1986,False,Other,6.6,0.0,8.2,0.0,0.24,0.03,1.5,0.06,0.01,0.02,0.01,2.7,4.5,0.0
0000008834,00002337,愛知県37,02,23,200,37,1986,1986-12-01,1987,1,20,2,10.0,34.61666667,136.9969444,1,-1,8.3,12.0,Ise,1986,False,Winter,8.8,0.0,8.4,0.0,0.53,0.03,2.0,0.07,0.01,0.05,0.01,4.9,4.2,0.0
0000010311,00002337,愛知県37,02,23,200,37,1987,1987-03-01,1987,5,19,2,9.5,34.61666667,136.9969444,1,-1,17.4,11.5,Ise,1987,False,Other,7.6,0.0,8.2,0.0,0.32,0.01,1.0,0.01,0.0,0.02,0.01,3.8,4.0,0.0
0000010312,00002337,愛知県37,02,23,200,37,1987,1987-06-01,1987,7,21,2,9.5,34.61666667,136.9969444,1,-1,24.2,11.5,Ise,1987,False,Summer,5.3,0.0,8.1,0.0,0.32,0.05,3.7,0.01,0.01,0.02,0.01,8.2,10.8,0.0
0000010313,00002337,愛知県37,02,23,200,37,1987,1987-09-01,1987,10,13,2,9.0,34.61666667,136.9969444,1,-1,22.5,11.0,Ise,1987,False,Other,6.9,0.0,8.2,0.0,0.35,0.03,2.3,0.04,0.02,0.02,0.01,2.6,3.1,0.0
0000010314,00002337,愛知県37,02,23,200,37,1987,1987-12-01,1988,1,26,2,10.0,34.61666667,136.9969444,1,-1,11.9,12.0,Ise,1987,False,Winter,8.6,0.0,8.3,0.0,0.22,0.02,0.2,0.04,0.01,0.04,0.01,0.4,2.0,0.0
0000011787,00002337,愛知県37,02,23,200,37,1988,1988-03-01,1988,5,17,2,12.0,34.61666667,136.9969444,1,-1,16.9,14.0,Ise,1988,False,Other,7.8,0.0,8.3,0.0,0.22,0.02,0.6,0.03,0.0,0.02,0.0,22.7,26.9,0.0
0000011788,00002337,愛知県37,02,23,200,37,1988,1988-06-01,1988,7,19,2,10.0,34.61666667,136.9969444,1,-1,21.5,12.0,Ise,1988,False,Summer,6.0,0.0,8.1,0.0,0.26,0.02,1.1,0.03,0.01,0.07,0.01,4.1,2.5,0.0
0000011789,00002337,愛知県37,02,23,200,37,1988,1988-09-01,1988,10,18,2,8.0,34.61666667,136.9969444,1,-1,21.2,10.0,Ise,1988,False,Other,7.2,0.0,8.1,0.0,0.32,0.04,1.4,0.04,0.04,0.09,0.04,1.3,3.9,0.0
0000011790,00002337,愛知県37,02,23,200,37,1988,1988-12-01,1989,1,24,2,10.0,34.61666667,136.9969444,1,-1,10.9,12.0,Ise,1988,False,Winter,9.3,0.0,8.2,0.0,0.37,0.03,0.9,0.05,0.03,0.09,0.01,1.5,5.0,0.0
0000013261,00002337,愛知県37,02,23,200,37,1989,1989-03-01,1989,5,16,2,8.0,34.61666667,136.9969444,1,-1,16.8,10.0,Ise,1989,False,Other,7.9,32.57,8.0,0.0,0.3,0.02,1.1,0.06,0.02,0.02,0.0,7.2,9.1,0.0
0000013262,00002337,愛知県37,02,23,200,37,1989,1989-06-01,1989,7,18,2,10.0,34.61666667,136.9969444,1,-1,22.5,12.0,Ise,1989,False,Summer,6.4,31.54,8.2,0.0,0.23,0.03,0.0,0.03,0.01,0.04,0.01,0.6,3.7,0.0
0000013263,00002337,愛知県37,02,23,200,37,1989,1989-09-01,1989,10,18,2,10.0,34.61666667,136.9969444,1,-1,19.5,12.0,Ise,1989,False,Other,7.2,32.17,8.2,0.0,0.26,0.03,1.1,0.04,0.01,0.04,0.01,2.0,3.7,0.0
0000013264,00002337,愛知県37,02,23,200,37,1989,1989-12-01,1990,1,23,2,9.7,34.61666667,136.9969444,1,-1,10.7,11.7,Ise,1989,False,Winter,9.9,33.33,8.2,0.0,0.23,0.02,0.9,0.03,0.01,0.04,0.0,8.4,12.0,0.0
0000014741,00002337,愛知県37,02,23,200,37,1990,1990-03-01,1990,5,15,2,9.0,34.61666667,136.9969444,1,-1,17.4,11.0,Ise,1990,False,Other,7.7,32.84,8.2,0.0,0.31,0.02,0.7,0.01,0.01,0.04,0.01,2.1,7.0,0.0
0000014742,00002337,愛知県37,02,23,200,37,1990,1990-06-01,1990,7,24,2,8.0,34.61666667,136.9969444,1,-1,19.8,10.0,Ise,1990,False,Summer,7.4,33.49,8.0,0.0,0.22,0.03,1.2,0.02,0.01,0.04,0.02,3.4,3.4,0.0
0000014743,00002337,愛知県37,02,23,200,37,1990,1990-09-01,1990,10,16,2,8.0,34.61666667,136.9969444,1,-1,22.9,10.0,Ise,1990,False,Other,7.2,32.41,8.3,0.0,0.26,0.02,0.5,0.03,0.0,0.02,0.0,1.2,1.8,0.0
0000014744,00002337,愛知県37,02,23,200,37,1990,1990-12-01,1991,1,22,2,8.0,34.61666667,136.9969444,1,-1,10.9,10.0,Ise,1990,False,Winter,10.2,33.42,8.1,0.0,0.24,0.02,0.5,0.0,0.0,0.05,0.0,12.2,14.2,0.0
0000016221,00002337,愛知県37,02,23,200,37,1991,1991-03-01,1991,5,14,2,8.0,34.61666667,136.9969444,1,-1,15.7,10.0,Ise,1991,False,Other,7.7,33.33,8.2,0.0,0.294,0.031,3.0,0.024,0.003,0.059,0.008,2.9,5.9,0.0
0000016222,00002337,愛知県37,02,23,200,37,1991,1991-06-01,1991,7,23,2,7.0,34.61666667,136.9969444,1,-1,19.5,9.0,Ise,1991,False,Summer,5.6,33.18,8.0,0.0,0.243,0.027,0.9,0.024,0.009,0.07,0.011,5.7,4.7,0.0
0000016223,00002337,愛知県37,02,23,200,37,1991,1991-09-01,1991,10,15,2,8.0,34.61666667,136.9969444,1,-1,21.6,10.0,Ise,1991,False,Other,7.8,30.85,8.2,0.0,0.391,0.042,2.3,0.008,0.02,0.108,0.013,3.4,5.3,0.0
0000016224,00002337,愛知県37,02,23,200,37,1991,1991-12-01,1992,1,21,2,9.0,34.61666667,136.9969444,1,-1,11.7,11.0,Ise,1991,False,Winter,8.9,33.33,8.2,0.0,0.322,0.03,1.7,0.019,0.009,0.084,0.014,3.3,1.4,0.0
0000017701,00002337,愛知県37,02,23,200,37,1992,1992-03-01,1992,5,12,2,9.0,34.61666667,136.9969444,1,-1,16.1,11.0,Ise,1992,False,Other,7.9,32.68,8.3,0.0,0.312,0.046,2.3,0.027,0.001,0.015,0.004,3.9,3.9,0.0
0000017702,00002337,愛知県37,02,23,200,37,1992,1992-06-01,1992,7,21,2,9.0,34.61666667,136.9969444,1,-1,21.7,11.0,Ise,1992,False,Summer,5.9,32.94,8.2,0.0,0.219,0.053,0.7,0.022,0.008,0.027,0.009,3.9,0.1,0.0
0000017703,00002337,愛知県37,02,23,200,37,1992,1992-09-01,1992,10,20,2,9.0,34.61666667,136.9969444,1,-1,21.0,11.0,Ise,1992,False,Other,6.8,31.84,8.2,0.0,0.441,0.034,2.3,0.073,0.016,0.066,0.016,3.5,0.8,0.0
0000017704,00002337,愛知県37,02,23,200,37,1992,1992-12-01,1993,1,19,2,10.0,34.61666667,136.9969444,1,-1,10.8,12.0,Ise,1992,False,Winter,8.9,32.85,8.2,0.0,0.289,0.029,0.8,0.063,0.011,0.075,0.015,1.6,0.3,0.0
0000019181,00002337,愛知県37,02,23,200,37,1993,1993-03-01,1993,5,18,2,,34.61666667,136.9969444,1,-1,16.4,12.0,Ise,1993,False,Other,8.2,32.91,8.3,0.0,0.21,0.012,1.8,0.041,0.004,0.025,0.003,4.4,2.5,0.0
0000019182,00002337,愛知県37,02,23,200,37,1993,1993-06-01,1993,7,20,2,8.0,34.61666667,136.9969444,1,-1,20.0,10.0,Ise,1993,False,Summer,6.7,32.09,8.3,0.0,0.305,0.022,1.5,0.02,0.004,0.049,0.0,6.3,4.7,0.0
0000019183,00002337,愛知県37,02,23,200,37,1993,1993-09-01,1993,10,19,2,10.0,34.61666667,136.9969444,1,-1,20.5,12.0,Ise,1993,False,Other,7.2,32.32,8.3,0.0,0.244,0.03,1.1,0.029,0.005,0.047,0.013,2.0,2.7,0.0
0000019184,00002337,愛知県37,02,23,200,37,1993,1993-12-01,1994,1,18,2,8.0,34.61666667,136.9969444,1,-1,11.8,10.0,Ise,1993,False,Winter,9.9,33.22,8.2,0.0,0.257,0.025,0.8,0.044,0.008,0.077,0.009,4.4,1.8,0.0
0000020661,00002337,愛知県37,02,23,200,37,1994,1994-03-01,1994,5,26,2,8.0,34.61666667,136.9969444,1,-1,18.1,10.0,Ise,1994,False,Other,7.6,33.43,8.2,0.0,0.242,0.017,1.8,0.021,0.002,0.028,0.002,3.7,1.1,0.0
0000020662,00002337,愛知県37,02,23,200,37,1994,1994-06-01,1994,7,19,2,9.0,34.61666667,136.9969444,1,-1,22.6,11.0,Ise,1994,False,Summer,3.3,33.09,8.1,0.0,0.286,0.045,1.5,0.086,0.006,0.01,0.024,6.4,0.5,0.0
0000020663,00002337,愛知県37,02,23,200,37,1994,1994-09-01,1994,10,18,2,11.0,34.61666667,136.9969444,1,-1,22.9,13.0,Ise,1994,False,Other,6.7,32.61,8.3,0.0,0.212,0.031,1.7,0.006,0.013,0.016,0.008,7.7,0.1,0.0
0000020664,00002337,愛知県37,02,23,200,37,1994,1994-12-01,1995,1,18,2,10.0,34.61666667,136.9969444,1,-1,11.2,12.0,Ise,1994,False,Winter,8.7,33.63,8.2,0.0,0.252,0.029,1.1,0.023,0.01,0.078,0.015,2.6,2.2,0.0
0000022137,00002337,愛知県37,02,23,200,37,1995,1995-03-01,1995,5,23,2,9.0,34.61666667,136.9969444,1,-1,17.2,11.0,Ise,1995,False,Other,7.5,31.96,8.3,0.0,0.273,0.027,1.2,0.016,0.011,0.061,0.009,2.3,7.4,0.0
0000022138,00002337,愛知県37,02,23,200,37,1995,1995-06-01,1995,7,18,2,9.0,34.61666667,136.9969444,1,-1,19.3,11.0,Ise,1995,False,Summer,6.1,33.27,8.3,0.0,0.3,0.024,1.1,0.034,0.006,0.081,0.012,1.5,2.1,0.0
0000022139,00002337,愛知県37,02,23,200,37,1995,1995-09-01,1995,10,17,2,9.0,34.61666667,136.9969444,1,-1,21.3,11.0,Ise,1995,False,Other,6.9,32.93,8.2,0.0,0.369,0.04,3.8,0.041,0.007,0.027,0.012,5.6,4.0,0.0
0000022140,00002337,愛知県37,02,23,200,37,1995,1995-12-01,1996,1,16,2,10.0,34.61666667,136.9969444,1,-1,10.7,12.0,Ise,1995,False,Winter,9.5,34.02,8.3,0.0,0.241,0.029,1.3,0.015,0.003,0.068,0.015,6.9,4.2,0.0
0000023597,00002337,愛知県37,02,23,200,37,1996,1996-03-01,1996,5,21,2,8.0,34.61666667,136.9969444,1,-1,15.6,10.0,Ise,1996,False,Other,8.3,33.78,8.2,0.0,0.319,0.033,2.0,0.069,0.004,0.037,0.008,2.6,2.8,0.0
0000023598,00002337,愛知県37,02,23,200,37,1996,1996-06-01,1996,7,9,2,9.0,34.61666667,136.9969444,1,-1,20.8,11.0,Ise,1996,False,Summer,6.2,32.64,8.2,0.0,0.331,0.028,2.0,0.02,0.0,0.004,0.006,8.4,1.7,0.0
0000023599,00002337,愛知県37,02,23,200,37,1996,1996-09-01,1996,10,22,2,8.0,34.61666667,136.9969444,1,-1,20.9,10.0,Ise,1996,False,Other,7.3,32.89,8.3,0.0,0.32,0.035,1.6,0.02,0.011,0.025,0.011,2.9,11.9,0.0
0000023600,00002337,愛知県37,02,23,200,37,1996,1996-12-01,1997,1,21,2,7.0,34.61666667,136.9969444,1,-1,11.1,9.0,Ise,1996,False,Winter,8.8,33.47,8.2,0.0,0.297,0.024,1.6,0.036,0.002,0.058,0.006,4.3,4.4,0.0
0000025077,00002337,愛知県37,02,23,200,37,1997,1997-03-01,1997,5,20,2,7.0,34.61666667,136.9969444,1,-1,17.5,9.0,Ise,1997,False,Other,9.1,31.9,8.6,0.0,0.236,0.023,1.7,0.035,0.0,0.003,0.002,8.0,3.0,0.0
0000025078,00002337,愛知県37,02,23,200,37,1997,1997-06-01,1997,7,15,2,8.0,34.61666667,136.9969444,1,-1,21.4,10.0,Ise,1997,False,Summer,6.1,32.24,8.7,0.0,0.266,0.032,1.5,0.052,0.003,0.027,0.012,3.5,3.4,0.0
0000025079,00002337,愛知県37,02,23,200,37,1997,1997-09-01,1997,10,21,2,7.0,34.61666667,136.9969444,1,-1,19.8,9.0,Ise,1997,False,Other,7.2,33.15,8.1,0.0,0.212,0.025,0.3,0.026,0.004,0.036,0.01,1.2,2.3,0.0
0000025080,00002337,愛知県37,02,23,200,37,1997,1997-12-01,1998,1,21,2,8.0,34.61666667,136.9969444,1,-1,11.1,10.0,Ise,1997,False,Winter,9.0,32.55,8.2,0.0,0.319,0.026,0.8,0.064,0.01,0.095,0.013,1.3,3.2,0.0
0000026557,00002337,愛知県37,02,23,200,37,1998,1998-03-01,1998,5,19,2,7.0,34.61666667,136.9969444,1,-1,18.7,9.0,Ise,1998,False,Other,7.5,31.16,8.1,0.0,0.286,0.023,1.3,0.06,0.011,0.052,0.003,4.0,13.9,0.0
0000026558,00002337,愛知県37,02,23,200,37,1998,1998-06-01,1998,7,22,2,7.0,34.61666667,136.9969444,1,-1,24.0,9.0,Ise,1998,False,Summer,6.3,32.63,8.2,0.0,0.284,0.03,1.5,0.016,0.004,0.032,0.016,4.0,3.0,0.0
0000026559,00002337,愛知県37,02,23,200,37,1998,1998-09-01,1998,10,27,2,8.0,34.61666667,136.9969444,1,-1,21.7,10.0,Ise,1998,False,Other,7.3,31.38,8.2,0.0,0.215,0.016,1.1,0.03,0.01,0.049,0.006,2.6,6.1,0.0
0000026560,00002337,愛知県37,02,23,200,37,1998,1998-12-01,1999,1,19,2,8.0,34.61666667,136.9969444,1,-1,10.7,10.0,Ise,1998,False,Winter,9.4,33.6,8.2,0.0,0.26,0.022,1.1,0.031,0.003,0.092,0.013,2.7,2.9,0.0
0000028037,00002337,愛知県37,02,23,200,37,1999,1999-03-01,1999,5,25,2,7.0,34.61666667,136.9969444,1,-1,18.4,9.0,Ise,1999,False,Other,8.7,32.85,8.3,0.0,0.206,0.019,1.5,0.016,0.001,0.018,0.006,3.4,1.9,0.0
0000028038,00002337,愛知県37,02,23,200,37,1999,1999-06-01,1999,7,13,2,8.0,34.61666667,136.9969444,1,-1,22.0,10.0,Ise,1999,False,Summer,7.2,32.2,8.2,0.0,0.273,0.024,1.7,0.021,0.007,0.028,0.003,5.3,3.0,0.0
0000028039,00002337,愛知県37,02,23,200,37,1999,1999-09-01,1999,10,19,2,7.0,34.61666667,136.9969444,1,-1,22.5,9.0,Ise,1999,False,Other,7.3,31.79,8.3,0.0,0.225,0.036,0.9,0.021,0.011,0.018,0.009,4.3,1.5,0.0
0000028040,00002337,愛知県37,02,23,200,37,1999,1999-12-01,2000,1,18,2,7.0,34.61666667,136.9969444,1,-1,11.5,9.0,Ise,1999,False,Winter,8.6,33.35,8.1,0.0,0.193,0.022,0.9,0.042,0.005,0.036,0.007,1.4,0.8,0.0
0000029517,00002337,愛知県37,02,23,200,37,2000,2000-03-01,2000,5,23,2,9.0,34.61666667,136.9969444,1,-1,18.0,11.0,Ise,2000,False,Other,7.5,33.14,8.2,0.0,0.26,0.017,1.6,0.013,0.003,0.016,0.006,2.7,3.8,0.0
0000029518,00002337,愛知県37,02,23,200,37,2000,2000-06-01,2000,7,11,2,8.0,34.61666667,136.9969444,1,-1,22.5,10.0,Ise,2000,False,Summer,6.4,32.38,8.2,0.0,0.523,0.039,1.3,0.021,0.007,0.016,0.011,8.7,9.0,0.0
0000029519,00002337,愛知県37,02,23,200,37,2000,2000-09-01,2000,10,17,2,8.0,34.61666667,136.9969444,1,-1,22.3,10.0,Ise,2000,False,Other,7.1,32.52,8.2,0.0,0.342,0.024,1.5,0.007,0.007,0.014,0.007,2.5,17.1,0.0
0000029520,00002337,愛知県37,02,23,200,37,2000,2000-12-01,2001,1,23,2,8.0,34.61666667,136.9969444,1,-1,11.3,10.0,Ise,2000,False,Winter,9.1,33.4,8.2,0.0,0.288,0.024,1.9,0.009,0.006,0.057,0.01,5.6,4.8,0.0
0000030997,00002337,愛知県37,02,23,200,37,2001,2001-03-01,2001,5,15,2,9.0,34.61666667,136.9969444,1,-1,17.3,11.0,Ise,2001,False,Other,7.9,33.09,8.2,0.0,0.354,0.019,1.7,0.006,0.003,0.014,0.001,4.5,3.0,0.0
